score,strategy,total_trades,long_trades,short_trades,wins,win_rate,profit_factor,total_pnl_pct,max_drawdown_pct,sharpe_ratio,avg_win_pct,avg_loss_pct,avg_bars_held,buy_hold_pct,train_pnl,test_pnl,train_wr,test_wr,train_trades,test_trades,p,params
0.0,momentum,223,27,196,30,13.45,0.6629,-11.5844,11.8667,-1.7274,0.7594,-0.1781,4.0,9.336219859055417,-4.5793,-7.0052,12.07,14.95,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,223,27,196,30,13.45,0.6629,-11.5844,11.8667,-1.7274,0.7594,-0.1781,4.0,9.336219859055417,-4.5793,-7.0052,12.07,14.95,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,93,32.75,0.6729,-18.3271,16.903,-1.9952,0.4054,-0.2934,3.7,9.336219859055417,-10.5341,-7.7931,32.35,33.11,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,93,32.75,0.6729,-18.3271,16.903,-1.9952,0.4054,-0.2934,3.7,9.336219859055417,-10.5341,-7.7931,32.35,33.11,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,70,24.65,0.7019,-12.2447,12.2222,-1.582,0.4119,-0.1919,2.7,9.336219859055417,-5.3274,-6.9173,24.26,25.0,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,70,24.65,0.7019,-12.2447,12.2222,-1.582,0.4119,-0.1919,2.7,9.336219859055417,-5.3274,-6.9173,24.26,25.0,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,84,32.18,0.674,-16.9105,15.7079,-2.0663,0.4162,-0.2931,3.7,9.336219859055417,-11.1545,-5.756,30.77,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,84,32.18,0.674,-16.9105,15.7079,-2.0663,0.4162,-0.2931,3.7,9.336219859055417,-11.1545,-5.756,30.77,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,64,24.52,0.7222,-10.5288,10.6974,-1.5145,0.4276,-0.1924,2.6,9.336219859055417,-5.8413,-4.6874,23.08,25.95,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,64,24.52,0.7222,-10.5288,10.6974,-1.5145,0.4276,-0.1924,2.6,9.336219859055417,-5.8413,-4.6874,23.08,25.95,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,94,33.1,0.7061,-16.369,15.2654,-1.7453,0.4183,-0.2931,3.8,9.336219859055417,-10.5341,-5.8349,32.35,33.78,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,94,33.1,0.7061,-16.369,15.2654,-1.7453,0.4183,-0.2931,3.8,9.336219859055417,-10.5341,-5.8349,32.35,33.78,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,70,24.65,0.7019,-12.2447,12.2222,-1.582,0.4119,-0.1919,2.7,9.336219859055417,-5.3274,-6.9173,24.26,25.0,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,70,24.65,0.7019,-12.2447,12.2222,-1.582,0.4119,-0.1919,2.7,9.336219859055417,-5.3274,-6.9173,24.26,25.0,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7098,-14.9524,14.0467,-1.787,0.4303,-0.2928,3.8,9.336219859055417,-11.1545,-3.7979,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7098,-14.9524,14.0467,-1.787,0.4303,-0.2928,3.8,9.336219859055417,-11.1545,-3.7979,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,64,24.52,0.7222,-10.5288,10.6974,-1.5145,0.4276,-0.1924,2.6,9.336219859055417,-5.8413,-4.6874,23.08,25.95,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,64,24.52,0.7222,-10.5288,10.6974,-1.5145,0.4276,-0.1924,2.6,9.336219859055417,-5.8413,-4.6874,23.08,25.95,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 0.75, 'tp_m': 1.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,94,33.1,0.7296,-18.7728,17.3843,-1.5504,0.5389,-0.3654,5.8,9.336219859055417,-8.206,-10.5668,33.82,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,94,33.1,0.7296,-18.7728,17.3843,-1.5504,0.5389,-0.3654,5.8,9.336219859055417,-8.206,-10.5668,33.82,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,56,19.72,0.7289,-11.9982,12.3293,-1.292,0.5761,-0.1941,3.5,9.336219859055417,-4.5878,-7.4104,18.38,20.95,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,56,19.72,0.7289,-11.9982,12.3293,-1.292,0.5761,-0.1941,3.5,9.336219859055417,-4.5878,-7.4104,18.38,20.95,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7427,-16.5894,15.5483,-1.5239,0.5634,-0.3663,5.6,9.336219859055417,-9.8517,-6.7377,31.54,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7427,-16.5894,15.5483,-1.5239,0.5634,-0.3663,5.6,9.336219859055417,-9.8517,-6.7377,31.54,33.59,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,51,19.54,0.76,-9.6615,10.2474,-1.1619,0.5999,-0.1917,3.5,9.336219859055417,-5.3851,-4.2764,16.92,22.14,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,51,19.54,0.76,-9.6615,10.2474,-1.1619,0.5999,-0.1917,3.5,9.336219859055417,-5.3851,-4.2764,16.92,22.14,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,93,32.75,0.7581,-17.1151,16.0203,-1.3684,0.5767,-0.3704,6.1,9.336219859055417,-7.6201,-9.4949,33.09,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,93,32.75,0.7581,-17.1151,16.0203,-1.3684,0.5767,-0.3704,6.1,9.336219859055417,-7.6201,-9.4949,33.09,32.43,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,56,19.72,0.7289,-11.9982,12.3293,-1.292,0.5761,-0.1941,3.5,9.336219859055417,-4.5878,-7.4104,18.38,20.95,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,56,19.72,0.7289,-11.9982,12.3293,-1.292,0.5761,-0.1941,3.5,9.336219859055417,-4.5878,-7.4104,18.38,20.95,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7803,-14.2707,13.5819,-1.2729,0.5961,-0.369,6.0,9.336219859055417,-9.2658,-5.0049,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,85,32.57,0.7803,-14.2707,13.5819,-1.2729,0.5961,-0.369,6.0,9.336219859055417,-9.2658,-5.0049,30.77,34.35,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,51,19.54,0.76,-9.6615,10.2474,-1.1619,0.5999,-0.1917,3.5,9.336219859055417,-5.3851,-4.2764,16.92,22.14,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,51,19.54,0.76,-9.6615,10.2474,-1.1619,0.5999,-0.1917,3.5,9.336219859055417,-5.3851,-4.2764,16.92,22.14,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,83,29.23,0.728,-19.9502,18.4253,-1.5149,0.6432,-0.3648,6.9,9.336219859055417,-4.2563,-15.6939,32.35,26.35,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,83,29.23,0.728,-19.9502,18.4253,-1.5149,0.6432,-0.3648,6.9,9.336219859055417,-4.2563,-15.6939,32.35,26.35,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,284,73,211,43,15.14,0.692,-13.8569,15.5731,-1.4133,0.724,-0.1867,4.2,9.336219859055417,-1.9389,-11.918,16.18,14.19,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,43,15.14,0.692,-13.8569,15.5731,-1.4133,0.724,-0.1867,4.2,9.336219859055417,-1.9389,-11.918,16.18,14.19,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,75,28.74,0.7342,-18.1357,16.9174,-1.5323,0.668,-0.3668,6.8,9.336219859055417,-6.5277,-11.608,30.0,27.48,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,75,28.74,0.7342,-18.1357,16.9174,-1.5323,0.668,-0.3668,6.8,9.336219859055417,-6.5277,-11.608,30.0,27.48,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,261,65,196,39,14.94,0.7124,-11.7723,13.608,-1.3425,0.7476,-0.1844,4.1,9.336219859055417,-3.1498,-8.6225,14.62,15.27,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 0, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,261,65,196,39,14.94,0.7124,-11.7723,13.608,-1.3425,0.7476,-0.1844,4.1,9.336219859055417,-3.1498,-8.6225,14.62,15.27,130,131,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 15, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,284,73,211,81,28.52,0.7673,-17.4947,16.4258,-1.2695,0.712,-0.3703,7.5,9.336219859055417,-4.1424,-13.3523,30.88,26.35,136,148,"{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (30, 60), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 0, 'be_after_r': 0.0, 'trailing': False}"
